Source;Target;Type;Weight
130;241;Undirected;0.14662976183464138
509;565;Undirected;0.14661784848186524
7;521;Undirected;0.14649589651389236
123;576;Undirected;0.14648627170651354
480;966;Undirected;0.14643503597766214
509;945;Undirected;0.14641983580742446
350;485;Undirected;0.14633475655295036
896;929;Undirected;0.14631562045720328
600;779;Undirected;0.1462493173680903
604;945;Undirected;0.14612293863251027
442;485;Undirected;0.14610105804174398
566;575;Undirected;0.14608991945294295
48;868;Undirected;0.14605629054438846
125;421;Undirected;0.14597893033770035
362;453;Undirected;0.14594261784177526
271;670;Undirected;0.14593753998940054
471;896;Undirected;0.14589226531704136
176;641;Undirected;0.14588455529461314
684;910;Undirected;0.14584245118019612
445;938;Undirected;0.14578345536381124
30;979;Undirected;0.14570980094904185
271;369;Undirected;0.14564700552510035
556;911;Undirected;0.14560246401017612
408;552;Undirected;0.14559545267961813
488;982;Undirected;0.14547593618568808
652;892;Undirected;0.14541277790136706
280;800;Undirected;0.14540916538710064
445;891;Undirected;0.14536375168575197
152;810;Undirected;0.14528108728605948
7;279;Undirected;0.14524045277051986
497;768;Undirected;0.14520559031035501
270;898;Undirected;0.14516225270814914
118;716;Undirected;0.1451224683997826
127;929;Undirected;0.14511146843694048
21;139;Undirected;0.14508637463360066
155;183;Undirected;0.14506529857696854
894;933;Undirected;0.1449493171318078
105;899;Undirected;0.1449258106187422
449;993;Undirected;0.14482603450605333
683;803;Undirected;0.14481288184509095
421;668;Undirected;0.14478063183462525
644;683;Undirected;0.1447384995227157
323;368;Undirected;0.14473802643383973
281;830;Undirected;0.14473596224102064
421;609;Undirected;0.14472741114176202
433;535;Undirected;0.14468738463930325
105;653;Undirected;0.14468015816812466
357;649;Undirected;0.14464162516462656
127;896;Undirected;0.14460939455566113
326;835;Undirected;0.14458416473163252
415;969;Undirected;0.1445100947737331
603;624;Undirected;0.14450224402798326
120;239;Undirected;0.14448340567680415
781;819;Undirected;0.14447452867655305
407;625;Undirected;0.14445845642803426
497;668;Undirected;0.14444110490812034
39;835;Undirected;0.14432924032017638
521;535;Undirected;0.14417509370448647
279;433;Undirected;0.1441743452702666
614;890;Undirected;0.14409321249164994
481;517;Undirected;0.14407487017677412
695;918;Undirected;0.14405639900856476
4;615;Undirected;0.14402853982134728
151;501;Undirected;0.14399329585549148
360;442;Undirected;0.1439859951872415
607;625;Undirected;0.1439727646045945
300;599;Undirected;0.1439074256736444
602;943;Undirected;0.14387916614175886
515;576;Undirected;0.14386905867700034
479;911;Undirected;0.14379618725784848
653;824;Undirected;0.14378347819202525
357;836;Undirected;0.1437690599816989
82;321;Undirected;0.14376372140687405
599;824;Undirected;0.14371832555176306
110;479;Undirected;0.14369024261129232
394;673;Undirected;0.1436809312430134
150;852;Undirected;0.14363198622901666
389;408;Undirected;0.1436025522985724
25;37;Undirected;0.14354582956937212
141;509;Undirected;0.14354190624322286
103;603;Undirected;0.143530414492002
66;487;Undirected;0.14351336432881473
42;273;Undirected;0.14345632335741104
207;661;Undirected;0.14338863311096328
831;905;Undirected;0.14338486197631986
105;920;Undirected;0.1433510579586501
445;918;Undirected;0.14334408131043735
300;920;Undirected;0.14332208244200453
242;868;Undirected;0.14323594578034704
881;953;Undirected;0.14318910737548116
186;969;Undirected;0.14315767670017024
47;729;Undirected;0.14315401344152184
726;974;Undirected;0.14312855627068324
299;626;Undirected;0.14310470227593394
28;133;Undirected;0.1430894544793402
54;88;Undirected;0.14302125327203838
267;718;Undirected;0.1428574864171515
573;662;Undirected;0.14285610389499884
185;798;Undirected;0.14285597817598086
667;844;Undirected;0.1428556754322654
307;314;Undirected;0.1428552597838439
286;942;Undirected;0.14285463301297707
415;658;Undirected;0.1428544222597858
597;746;Undirected;0.1428541062061264
63;310;Undirected;0.14265477405405075
408;573;Undirected;0.14255015432446774
699;892;Undirected;0.14254144079652256
241;411;Undirected;0.14253514656057564
26;975;Undirected;0.14249868954194467
10;319;Undirected;0.14242714292148256
495;525;Undirected;0.14237584794766414
615;672;Undirected;0.1423535962157114
470;473;Undirected;0.14228933172000044
28;716;Undirected;0.14221107668113173
356;800;Undirected;0.14220493856341876
229;310;Undirected;0.14218075892728665
433;919;Undirected;0.1421614308933387
203;480;Undirected;0.1421576156331433
112;397;Undirected;0.1421554636129497
64;653;Undirected;0.1421466777975299
313;640;Undirected;0.14208327375797816
666;735;Undirected;0.1420151584612403
157;681;Undirected;0.1419033901465016
170;360;Undirected;0.1418191263113522
213;445;Undirected;0.14169584499418686
269;316;Undirected;0.1416930223716714
55;537;Undirected;0.14169261158714333
765;781;Undirected;0.1416859119108115
525;726;Undirected;0.1416056450062338
655;902;Undirected;0.1412767620698764
379;826;Undirected;0.14127473477841196
141;711;Undirected;0.1411105730582531
423;607;Undirected;0.14104804276232674
785;847;Undirected;0.14103759945135433
398;481;Undirected;0.14092950353338812
509;973;Undirected;0.14092252880306408
42;274;Undirected;0.1407980357878495
7;473;Undirected;0.14079028224599482
2;306;Undirected;0.14076416943949402
712;974;Undirected;0.14071847920338587
795;834;Undirected;0.14071686677201545
332;911;Undirected;0.14065102392699078
346;683;Undirected;0.14062831561780684
420;920;Undirected;0.14059506871979274
292;408;Undirected;0.14055670504719367
313;943;Undirected;0.1405384477067548
346;713;Undirected;0.14053836247022014
95;755;Undirected;0.1405364020540507
620;982;Undirected;0.1405235549634186
850;871;Undirected;0.1405160638869352
716;866;Undirected;0.14048872813731758
189;387;Undirected;0.14042635639532278
464;635;Undirected;0.1403937919630305
105;923;Undirected;0.14037473894617902
20;664;Undirected;0.14026984779191715
158;792;Undirected;0.14014593459962202
242;892;Undirected;0.1401420712951132
24;504;Undirected;0.14010443999184058
535;795;Undirected;0.14006052822673987
625;834;Undirected;0.13997719475404427
237;945;Undirected;0.1399620978877677
401;604;Undirected;0.1399558971860872
203;346;Undirected;0.13994050747100606
390;489;Undirected;0.13992710389337648
433;661;Undirected;0.13991516352195693
248;788;Undirected;0.13989801458016712
586;984;Undirected;0.13989312336455892
433;836;Undirected;0.13976670699656904
597;859;Undirected;0.13971273010836946
299;533;Undirected;0.13966730749691592
537;993;Undirected;0.1396417725133029
299;642;Undirected;0.13962792868769647
346;613;Undirected;0.13961567111806025
408;421;Undirected;0.13961004214759068
434;808;Undirected;0.1395922108442752
207;473;Undirected;0.13953236341390454
418;716;Undirected;0.13951440931369705
653;920;Undirected;0.13948939519709055
134;153;Undirected;0.13944148509004214
678;680;Undirected;0.13943827215705212
381;509;Undirected;0.1394334321469399
34;620;Undirected;0.1393700061135518
659;977;Undirected;0.13936955821995609
104;824;Undirected;0.13935171221551965
147;764;Undirected;0.13928728213279626
515;726;Undirected;0.13918670193660618
146;231;Undirected;0.139161135222681
123;791;Undirected;0.13914510885002265
487;892;Undirected;0.13913769790283867
746;945;Undirected;0.13913439552707987
189;632;Undirected;0.1391283201801713
487;581;Undirected;0.13910504861354095
466;497;Undirected;0.13909434485009492
785;826;Undirected;0.13901540330349232
397;587;Undirected;0.13899995451090072
284;369;Undirected;0.13888589286350175
521;649;Undirected;0.13884206219895973
37;756;Undirected;0.13883660357755725
351;896;Undirected;0.1388347410145714
10;976;Undirected;0.13883157180338326
471;474;Undirected;0.13881439279341082
703;735;Undirected;0.13876867576060306
147;271;Undirected;0.1386348280871593
20;811;Undirected;0.1385856281901111
381;746;Undirected;0.1385836408137376
699;716;Undirected;0.13856823011684896
53;791;Undirected;0.1385106054889808
207;649;Undirected;0.13845968754151208
415;510;Undirected;0.13845750981709706
17;21;Undirected;0.138421864954143
601;745;Undirected;0.13839281649072888
125;640;Undirected;0.138355294322228
38;186;Undirected;0.1383471510454787
99;327;Undirected;0.13821382761716294
113;642;Undirected;0.13814311668979426
648;798;Undirected;0.13814199232252902
629;834;Undirected;0.13809695796916388
576;668;Undirected;0.13809676230082746
8;368;Undirected;0.13803526756758208
158;271;Undirected;0.13787919749664315
185;573;Undirected;0.13784851184812685
229;265;Undirected;0.13778063730585802
151;632;Undirected;0.1377726429027937
495;576;Undirected;0.13772080214320775
326;932;Undirected;0.13766485052445482
667;672;Undirected;0.13765947256441513
716;892;Undirected;0.13765760066682778
28;373;Undirected;0.13754469999682076
66;652;Undirected;0.1375285267179943
17;712;Undirected;0.13750969573452074
173;497;Undirected;0.13747145973619734
10;673;Undirected;0.13743009169985118
765;976;Undirected;0.1373764495738392
127;293;Undirected;0.13729665038117167
152;599;Undirected;0.13726771917961764
62;716;Undirected;0.13726062412227746
170;442;Undirected;0.13725320671527758
82;694;Undirected;0.13723864284798126
229;405;Undirected;0.13721055823679856
33;751;Undirected;0.13714056978668268
51;152;Undirected;0.13713841785945066
558;831;Undirected;0.13712660166694374
892;929;Undirected;0.13710637886636445
415;640;Undirected;0.13701556617943644
565;604;Undirected;0.13697819289054936
473;521;Undirected;0.13697001798114658
233;716;Undirected;0.13692308462630906
588;838;Undirected;0.1369217681310799
509;968;Undirected;0.1369173931040955
764;809;Undirected;0.13691165671481648
152;824;Undirected;0.13690559476029926
661;919;Undirected;0.1368744623849406
12;607;Undirected;0.13679124794408487
644;716;Undirected;0.13677343212562487
881;941;Undirected;0.13670426546201164
384;681;Undirected;0.13661204507233754
364;625;Undirected;0.13655770571615733
632;911;Undirected;0.13648519703465142
134;515;Undirected;0.13644415177752664
28;945;Undirected;0.1364411323598035
509;601;Undirected;0.13641578321846293
655;901;Undirected;0.13636260052273905
399;843;Undirected;0.13629653469626218
355;835;Undirected;0.1362911092263559
487;896;Undirected;0.13626277553560945
346;379;Undirected;0.13625714129990865
716;726;Undirected;0.13623323050750388
146;608;Undirected;0.13608281572485248
82;375;Undirected;0.1360764533048701
644;922;Undirected;0.1360711675248715
41;405;Undirected;0.13604142483909712
524;792;Undirected;0.13603281185171398
375;615;Undirected;0.13599421774291634
757;835;Undirected;0.1359706435553436
323;779;Undirected;0.13596395629733865
480;892;Undirected;0.1359320728446664
576;792;Undirected;0.1358999273244402
517;911;Undirected;0.13586409949427586
445;695;Undirected;0.1358523929219809
3;147;Undirected;0.13584231812778955
126;634;Undirected;0.13583877174630285
41;641;Undirected;0.13583809656537102
125;820;Undirected;0.13583053757857594
293;570;Undirected;0.1358295536716017
118;565;Undirected;0.13579553080278806
281;666;Undirected;0.13578708089088493
162;625;Undirected;0.13575275893874084
292;730;Undirected;0.13563379802699188
357;607;Undirected;0.1356214968256368
207;546;Undirected;0.1356208635045361
247;380;Undirected;0.13559226917001274
634;835;Undirected;0.13559081308126825
88;589;Undirected;0.13557322936587027
2;276;Undirected;0.13557110159656927
36;556;Undirected;0.13555729071854086
608;757;Undirected;0.13551180995903686
274;978;Undirected;0.13547460497460811
472;830;Undirected;0.13543534966696774
236;357;Undirected;0.13541332835785375
495;811;Undirected;0.13531014513728035
88;734;Undirected;0.1352986427587299
519;646;Undirected;0.1352787960386436
649;880;Undirected;0.13526559371382146
23;734;Undirected;0.1352603847991246
389;730;Undirected;0.13524917444072068
116;734;Undirected;0.1352375436260206
69;393;Undirected;0.13517529129583886
48;104;Undirected;0.13515357165905412
185;510;Undirected;0.13510644809523956
521;625;Undirected;0.13500689170198354
589;734;Undirected;0.13497999381543588
178;759;Undirected;0.13494040525234433
509;639;Undirected;0.134848427785438
471;877;Undirected;0.1348196336170589
17;245;Undirected;0.1347936836583215
712;918;Undirected;0.13467695811383312
162;535;Undirected;0.13465337819179665
189;517;Undirected;0.1346130903383298
548;732;Undirected;0.13456876050786348
284;410;Undirected;0.13456511845567834
483;792;Undirected;0.13454336319125046
127;581;Undirected;0.13452130626811226
717;831;Undirected;0.13451712358827586
179;824;Undirected;0.13447555858300056
10;765;Undirected;0.13445726270758301
54;589;Undirected;0.13445378137090125
237;434;Undirected;0.13444796830423747
149;868;Undirected;0.13443524764334344
402;513;Undirected;0.13439153640315735
525;905;Undirected;0.13438262870793288
595;720;Undirected;0.13436989012113984
730;800;Undirected;0.1343045091464135
894;918;Undirected;0.13428157417338535
137;235;Undirected;0.13424643016730894
666;703;Undirected;0.13424546734743886
17;466;Undirected;0.13423691858757605
418;929;Undirected;0.13415126596380375
242;300;Undirected;0.13414679343303176
66;203;Undirected;0.13413181777083774
415;831;Undirected;0.1341198180182431
373;565;Undirected;0.1341165828103517
369;811;Undirected;0.13410724069794458
21;386;Undirected;0.1341058473939369
342;973;Undirected;0.1340895668867462
421;552;Undirected;0.1340527657056017
765;835;Undirected;0.13403993778816364
245;421;Undirected;0.13401355917260865
398;911;Undirected;0.13401314677776582
116;826;Undirected;0.1339922693288091
346;892;Undirected;0.13398695718721354
332;387;Undirected;0.13398458157580473
249;495;Undirected;0.13396845916827954
105;179;Undirected;0.13395985211054492
46;703;Undirected;0.13394295218177274
844;847;Undirected;0.1339010973289751
188;834;Undirected;0.13384607656104994
83;472;Undirected;0.1338408463483546
134;933;Undirected;0.1337998144299017
635;923;Undirected;0.1337824608488508
125;730;Undirected;0.13374174159992727
434;711;Undirected;0.13373339179186208
120;595;Undirected;0.1336780288998238
30;732;Undirected;0.1336595391366923
544;668;Undirected;0.13365091521921513
469;581;Undirected;0.13364029773213768
387;632;Undirected;0.13363836915345864
894;938;Undirected;0.13361210841365845
188;459;Undirected;0.13359676155018205
77;969;Undirected;0.1335444327287845
667;847;Undirected;0.13353550871959036
504;941;Undirected;0.13344319852157627
231;799;Undirected;0.1333327432749236
351;613;Undirected;0.13333195076252585
603;980;Undirected;0.1333318597328295
644;850;Undirected;0.13330907623512034
464;801;Undirected;0.13322006360771724
250;688;Undirected;0.1331396759688058
126;375;Undirected;0.13313440109022714
491;591;Undirected;0.13313063086710775
444;564;Undirected;0.1331267767367328
466;760;Undirected;0.13307228167830135
24;472;Undirected;0.1330248040484121
63;791;Undirected;0.13290581598854953
271;525;Undirected;0.13290355044329816
625;661;Undirected;0.13290135548361784
360;557;Undirected;0.1328737178913005
421;800;Undirected;0.13283894383213066
329;544;Undirected;0.13282836966821754
398;588;Undirected;0.13278946854368578
941;953;Undirected;0.13278408103963826
672;847;Undirected;0.13273473421838147
233;923;Undirected;0.1326552202132082
66;716;Undirected;0.132625165870941
479;694;Undirected;0.1325706621344977
332;632;Undirected;0.1325299108161062
103;230;Undirected;0.1325031708039129
42;133;Undirected;0.13248679511037878
12;546;Undirected;0.1324498144761336
48;420;Undirected;0.13243741628469896
515;644;Undirected;0.13243021499204835
408;472;Undirected;0.1324218109126128
422;566;Undirected;0.13240656766520215
99;262;Undirected;0.13235442577029904
256;447;Undirected;0.13231222400997802
127;351;Undirected;0.13229301030422688
756;757;Undirected;0.13227470462928884
416;726;Undirected;0.132224449926502
644;936;Undirected;0.1322187031996177
544;768;Undirected;0.13218611250422468
313;992;Undirected;0.1321142577017695
24;941;Undirected;0.13207569044948927
333;678;Undirected;0.1320697419896052
69;510;Undirected;0.13202275401084626
158;415;Undirected;0.13200063534357767
126;446;Undirected;0.13199946844902874
189;694;Undirected;0.1319687473621978
188;470;Undirected;0.1319291464330873
28;597;Undirected;0.13192648537650398
525;719;Undirected;0.13184953434859276
321;504;Undirected;0.13182193370870648
434;963;Undirected;0.1318138266262699
62;868;Undirected;0.1318062222176178
898;929;Undirected;0.13179322180705588
326;844;Undirected;0.13176251951700288
411;641;Undirected;0.13171519144611055
487;929;Undirected;0.13169950961765176
119;732;Undirected;0.13169488695025264
41;173;Undirected;0.13169068989789856
581;981;Undirected;0.131611191661658
130;173;Undirected;0.1315765633567076
63;798;Undirected;0.13157540167894566
801;933;Undirected;0.13154011681258404
48;138;Undirected;0.13151790147585649
239;595;Undirected;0.13151102976956974
357;919;Undirected;0.1314662848256348
517;556;Undirected;0.13141319933214907
300;868;Undirected;0.1314024579870582
806;903;Undirected;0.13136657773642452
170;557;Undirected;0.13134165574581075
968;978;Undirected;0.1313265658788042
602;881;Undirected;0.1313102622455123
681;801;Undirected;0.1313098914126632
613;831;Undirected;0.1313075994500509
639;886;Undirected;0.1312501955334004
125;943;Undirected;0.13123137139107866
126;615;Undirected;0.13121047338072486
203;424;Undirected;0.13119579007862414
43;475;Undirected;0.13118872357879308
245;442;Undirected;0.13114468234847515
162;795;Undirected;0.13114428397329167
173;411;Undirected;0.13110386826048726
608;634;Undirected;0.13105668881656654
719;792;Undirected;0.1310269073588625
248;982;Undirected;0.13095044701285236
407;649;Undirected;0.13092850450510307
498;808;Undirected;0.13088844900552069
695;726;Undirected;0.13088195395067026
7;162;Undirected;0.13086306924683358
7;625;Undirected;0.13078440449747908
711;963;Undirected;0.1307520667281353
331;824;Undirected;0.13070827190107642
556;979;Undirected;0.1306732809076873
418;599;Undirected;0.1306616169770441
257;544;Undirected;0.13060917201460204
326;446;Undirected;0.1305633211528641
103;211;Undirected;0.1305629240474891
611;886;Undirected;0.13055905547935756
10;311;Undirected;0.13043626991483273
170;485;Undirected;0.1304333800648521
563;815;Undirected;0.1304326847738223
495;670;Undirected;0.13034925002848374
430;439;Undirected;0.1303256377175307
316;445;Undirected;0.13031415567006416
21;712;Undirected;0.1303136107959423
216;469;Undirected;0.1302579870574556
524;525;Undirected;0.13024482153040473
103;405;Undirected;0.13023119448680845
918;974;Undirected;0.1301852747883072
609;668;Undirected;0.1300759251865966
668;842;Undirected;0.13004739096735565
410;612;Undirected;0.13004392773960538
132;652;Undirected;0.13003874513684094
82;525;Undirected;0.13000055038036593
46;602;Undirected;0.12999701966608335
62;242;Undirected;0.12998606034533894
806;920;Undirected;0.1299698122559727
633;653;Undirected;0.12985692466303514
134;695;Undirected;0.1298539629262642
325;381;Undirected;0.12982668570314454
141;273;Undirected;0.12980607057806526
565;859;Undirected;0.1297885436943814
346;922;Undirected;0.1297449244704852
127;613;Undirected;0.12968813992080613
611;639;Undirected;0.12967148858107808
176;497;Undirected;0.1296645776903005
726;905;Undirected;0.12956589662600712
82;672;Undirected;0.12949420857793847
233;695;Undirected;0.1293845050928421
153;630;Undirected;0.1293760895531943
99;250;Undirected;0.1293518641630124
279;306;Undirected;0.12934466761074345
203;699;Undirected;0.12930528333661176
318;512;Undirected;0.12927669684620027
126;525;Undirected;0.12927255314243724
53;768;Undirected;0.12918498238862836
608;799;Undirected;0.12910735447978638
77;976;Undirected;0.12903210658170222
87;592;Undirected;0.12902940049812495
147;638;Undirected;0.1290283294153627
332;732;Undirected;0.12900635892544834
396;472;Undirected;0.12898062660748816
514;682;Undirected;0.12893741758327698
16;183;Undirected;0.12893652965959687
547;925;Undirected;0.1289284936063645
265;310;Undirected;0.1288904725912902
643;716;Undirected;0.12883047493334415
185;334;Undirected;0.12882561679166918
185;969;Undirected;0.12879333037759538
697;923;Undirected;0.12877126291703642
48;541;Undirected;0.12868347598102958
481;505;Undirected;0.12862532627345855
725;877;Undirected;0.12860697405670854
671;881;Undirected;0.1285957894287022
299;545;Undirected;0.128593246745968
552;800;Undirected;0.12857239438047344
550;887;Undirected;0.12850486789062646
20;369;Undirected;0.12847741736980295
126;672;Undirected;0.12845116365146986
59;719;Undirected;0.12842262271077914
659;879;Undirected;0.12841479133106293
653;903;Undirected;0.1284090558277528
509;604;Undirected;0.12835313543911006
168;186;Undirected;0.1283517593100586
51;971;Undirected;0.1283410796339718
599;716;Undirected;0.1283249076210298
408;497;Undirected;0.12829720862771093
599;868;Undirected;0.12829612655344094
158;670;Undirected;0.12827357913784135
300;637;Undirected;0.12825516110575833
43;953;Undirected;0.12825180084142204
764;950;Undirected;0.1282375176745944
187;319;Undirected;0.12820536496021984
507;895;Undirected;0.12820430863143947
634;756;Undirected;0.12820378409925734
187;875;Undirected;0.12820365910774406
379;644;Undirected;0.12819722399187364
78;803;Undirected;0.1281784068080186
475;953;Undirected;0.12815859273161456
212;979;Undirected;0.1281464065071078
48;300;Undirected;0.12814306441498124
144;917;Undirected;0.12813599960824154
146;634;Undirected;0.1280321784946678
79;987;Undirected;0.1280163478989064
267;552;Undirected;0.1280115161389158
192;952;Undirected;0.12799763993933996
63;573;Undirected;0.12796145784307605
899;901;Undirected;0.12794190873667194
407;535;Undirected;0.12791142716220308
271;719;Undirected;0.12772368532429804
134;871;Undirected;0.12768573333115804
467;777;Undirected;0.12765717653712402
796;878;Undirected;0.1276318926631871
265;334;Undirected;0.1276280279255954
41;130;Undirected;0.1276224761816035
141;274;Undirected;0.1276208517631502
271;576;Undirected;0.12760373322749546
552;573;Undirected;0.12757092842095824
892;974;Undirected;0.12752395224530602
466;668;Undirected;0.1275050995133967
306;473;Undirected;0.1274788396138162
415;800;Undirected;0.12746003298914205
52;482;Undirected;0.12745229608094974
126;734;Undirected;0.12744790474534232
798;969;Undirected;0.12744638865933694
375;847;Undirected;0.12741873056819866
269;560;Undirected;0.12741423383342085
481;556;Undirected;0.12740488447164822
105;149;Undirected;0.12736165262318755
751;765;Undirected;0.1273568795915768
765;932;Undirected;0.12733438559278235
643;713;Undirected;0.12732131812714625
991;997;Undirected;0.1273131577351645
68;678;Undirected;0.12729716113571438
57;164;Undirected;0.12726859273873956
616;881;Undirected;0.1272280548014331
396;573;Undirected;0.12721935586194694
423;836;Undirected;0.1271902468652884
653;806;Undirected;0.12718362413418088
589;721;Undirected;0.12716597554034256
357;364;Undirected;0.1271319438554718
213;938;Undirected;0.12712765756520886
186;394;Undirected;0.12706758965105056
123;668;Undirected;0.12706388586184592
149;420;Undirected;0.1270490722848521
313;941;Undirected;0.12701522809885918
146;446;Undirected;0.12701367887251325
381;963;Undirected;0.1268937107707538
783;909;Undirected;0.12688370766398085
524;664;Undirected;0.12685506970522178
217;412;Undirected;0.12683730456353792
509;704;Undirected;0.12681056816089545
173;405;Undirected;0.12679259617541824
134;894;Undirected;0.12674427561812587
185;792;Undirected;0.12671519394943045
110;387;Undirected;0.1266625584016506
221;608;Undirected;0.12661344537358915
535;649;Undirected;0.12658228315479886
565;716;Undirected;0.12655964603741604
552;820;Undirected;0.12655480173864495
808;963;Undirected;0.12655237891043286
259;647;Undirected;0.12654751462230773
17;386;Undirected;0.12651086404632936
459;517;Undirected;0.1264949506756383
525;792;Undirected;0.12648854821465774
186;393;Undirected;0.12646323112944294
340;834;Undirected;0.12641391717094494
644;871;Undirected;0.12639738672068948
186;544;Undirected;0.12636120868503442
751;932;Undirected;0.12633221069182204
229;658;Undirected;0.12632452400199587
276;407;Undirected;0.12631525209223582
51;633;Undirected;0.12631497024787075
483;544;Undirected;0.12628531667858112
418;464;Undirected;0.12625547709777574
614;801;Undirected;0.1262288526162946
41;211;Undirected;0.12622357542643256
183;251;Undirected;0.1262157345733369
74;183;Undirected;0.1261958718578499
97;464;Undirected;0.1261807990562591
248;488;Undirected;0.12613612145222133
62;104;Undirected;0.12610115100995434
307;312;Undirected;0.1260731041779046
326;379;Undirected;0.12602593972762996
643;922;Undirected;0.12599451807147016
257;969;Undirected;0.1259799304459746
768;842;Undirected;0.12595785590674494
587;942;Undirected;0.1259563840914596
54;519;Undirected;0.12592423684703202
6;69;Undirected;0.1259009045514994
712;726;Undirected;0.12589864840291565
517;628;Undirected;0.1258492727869239
42;639;Undirected;0.1258112419601154
470;629;Undirected;0.12580184689353055
885;970;Undirected;0.12576355656105262
521;538;Undirected;0.12574663297314567
326;525;Undirected;0.12574168828572024
146;951;Undirected;0.12572229860109824
850;974;Undirected;0.12571839632307175
43;602;Undirected;0.12566001949533048
721;797;Undirected;0.12564903750013615
162;433;Undirected;0.12562671666637715
151;517;Undirected;0.1256216542842423
372;727;Undirected;0.12557287910768927
36;189;Undirected;0.1255598235450817
127;716;Undirected;0.12555357048034627
415;495;Undirected;0.12554531744172864
479;481;Undirected;0.12553224384336473
237;492;Undirected;0.12548805445057384
141;886;Undirected;0.12547559408407916
421;662;Undirected;0.12545406994859926
633;824;Undirected;0.12545059609187612
355;976;Undirected;0.12544195496239927
405;648;Undirected;0.12537915143019354
525;576;Undirected;0.1253741509060522
828;845;Undirected;0.12530471115632952
672;932;Undirected;0.12528787641911432
871;938;Undirected;0.12528428309082548
726;892;Undirected;0.12527182589446847
325;597;Undirected;0.1252610368110243
133;141;Undirected;0.1252416301429151
33;311;Undirected;0.12524141720015752
850;936;Undirected;0.1252388811048482
716;936;Undirected;0.12523832934606724
266;681;Undirected;0.1252035286937691
189;398;Undirected;0.12516589837318326
110;979;Undirected;0.12512645182100296
110;548;Undirected;0.1251255313775885
147;158;Undirected;0.12511903230523
331;728;Undirected;0.12506489394932493
60;205;Undirected;0.1250023688481086
188;521;Undirected;0.12500096293245525
63;73;Undirected;0.1249980870979219
408;800;Undirected;0.12499765092770335
695;938;Undirected;0.12499745494923685
185;576;Undirected;0.12499742551606
356;472;Undirected;0.1249972118428922
115;301;Undirected;0.1249955901248352
38;158;Undirected;0.12499553874140637
573;768;Undirected;0.12488107032812007
51;824;Undirected;0.12484655653900105
63;497;Undirected;0.12481477651480626
908;920;Undirected;0.1247629599227297
410;802;Undirected;0.12471564400552268
612;792;Undirected;0.12468008310120585
509;963;Undirected;0.1246549907999095
134;716;Undirected;0.12460951881733574
505;694;Undirected;0.12460246920562285
519;721;Undirected;0.1246018356683139
130;603;Undirected;0.12457831696357095
120;354;Undirected;0.12449417118398802
229;475;Undirected;0.12448459923304285
35;960;Undirected;0.12446427264810643
95;241;Undirected;0.12444832813871275
82;785;Undirected;0.12443766638725676
17;695;Undirected;0.12443149158928295
806;902;Undirected;0.12437324154895325
63;103;Undirected;0.12428312161818685
410;664;Undirected;0.1242316810026166
444;512;Undirected;0.1242247990918968
639;860;Undirected;0.12412760475189755
233;464;Undirected;0.12409644200179078
475;703;Undirected;0.12406790655127738
479;517;Undirected;0.12403336570669014
781;976;Undirected;0.12403288043261268
6;483;Undirected;0.12403075449182713
203;525;Undirected;0.12391040068373922
4;147;Undirected;0.12390042865405647
51;104;Undirected;0.1238994422938548
866;922;Undirected;0.12387397652445732
548;632;Undirected;0.1238620085409886
424;432;Undirected;0.12385982744569562
30;521;Undirected;0.12384657988756145
326;826;Undirected;0.12375831795221193
943;953;Undirected;0.12374997441880453
835;952;Undirected;0.1237436897081818
66;936;Undirected;0.12374200127616974
510;798;Undirected;0.12371012982355625
286;450;Undirected;0.1237078073545937
110;332;Undirected;0.12370077811077874
125;493;Undirected;0.12368092568611112
251;307;Undirected;0.1236791990943574
7;276;Undirected;0.12366613262454974
277;811;Undirected;0.12366066898823333
77;932;Undirected;0.12365588225168955
229;766;Undirected;0.12365578800986547
538;880;Undirected;0.1236436936667366
203;487;Undirected;0.12362272427753294
658;960;Undirected;0.12359587358786354
144;932;Undirected;0.12357386151339946
77;781;Undirected;0.12357306706730033
602;941;Undirected;0.12356520112800212
51;256;Undirected;0.12355384039548782
4;672;Undirected;0.12353548233160375
203;351;Undirected;0.1235065531135993
252;699;Undirected;0.12348876989188225
6;77;Undirected;0.12345521133891545
397;450;Undirected;0.12340929930736723
929;936;Undirected;0.12333153449457247
203;896;Undirected;0.12332606505863153
186;483;Undirected;0.1233079684902606
110;694;Undirected;0.12328938382124895
471;725;Undirected;0.1232729224969549
849;894;Undirected;0.12326352913036755
470;979;Undirected;0.12321982305307913
68;183;Undirected;0.12321139293130275
14;430;Undirected;0.12320521508409167
110;119;Undirected;0.12317838647437772
134;938;Undirected;0.1231312411136147
357;435;Undirected;0.12310974547932095
125;281;Undirected;0.12306093044705035
652;974;Undirected;0.12305271514278625
877;896;Undirected;0.12304233892602465
78;683;Undirected;0.12303890741275215
6;168;Undirected;0.12302720206661252
265;415;Undirected;0.1230204775927865
387;911;Undirected;0.12299028336939152
164;530;Undirected;0.12297130373143933
78;346;Undirected;0.1229357866410745
398;439;Undirected;0.1229324102661639
525;826;Undirected;0.12288910952501525
41;241;Undirected;0.12285690219499144
39;578;Undirected;0.12285538495356366
609;662;Undirected;0.12284345151458324
118;779;Undirected;0.12284117933029028
41;73;Undirected;0.1228360013396542
37;634;Undirected;0.12277988040151175
440;899;Undirected;0.1226990409811085
