Source;Target;Type;Weight
54;721;Undirected;0.17215179861353472
63;510;Undirected;0.17176902542032313
407;795;Undirected;0.17174576044170414
252;866;Undirected;0.1716383292465103
608;835;Undirected;0.17161439923976524
203;850;Undirected;0.17154480230962474
229;798;Undirected;0.17146959291375505
321;525;Undirected;0.1711459727584181
110;470;Undirected;0.17087382672600726
233;850;Undirected;0.1707592298526326
390;404;Undirected;0.17063202047723708
273;274;Undirected;0.17063038602867558
146;757;Undirected;0.17060650966866747
464;866;Undirected;0.1705415337251854
85;270;Undirected;0.17040267327503306
475;671;Undirected;0.17020583894450345
81;158;Undirected;0.17016437027197134
208;869;Undirected;0.17016163928474448
39;844;Undirected;0.17016117032139869
346;726;Undirected;0.1701287659433262
668;768;Undirected;0.17005115895332892
30;834;Undirected;0.16986184184784836
33;976;Undirected;0.16980895794905146
498;639;Undirected;0.16972386496934766
176;241;Undirected;0.1696394042176795
396;552;Undirected;0.16961497770171302
530;559;Undirected;0.1695918311564551
138;337;Undirected;0.16950835170755796
720;861;Undirected;0.16933603957243887
466;552;Undirected;0.16884792923056569
602;616;Undirected;0.1688010887598464
80;472;Undirected;0.16879946491365275
79;807;Undirected;0.16873942574231598
127;892;Undirected;0.16873430579671972
35;683;Undirected;0.16871946243562624
233;918;Undirected;0.16842801788316186
69;394;Undirected;0.16842149776279394
242;599;Undirected;0.16833850780756535
242;824;Undirected;0.16823785408503927
292;472;Undirected;0.16808280704047845
450;942;Undirected;0.1680821101351031
433;521;Undirected;0.16802631242433014
130;405;Undirected;0.1678330804709562
417;777;Undirected;0.16781387637016126
237;963;Undirected;0.1675820121341669
389;800;Undirected;0.16754147692052476
616;953;Undirected;0.1674828360931695
573;842;Undirected;0.16745057581979134
242;908;Undirected;0.16742882325321062
625;795;Undirected;0.1673828257356359
88;721;Undirected;0.1673784442291868
892;896;Undirected;0.1673515145280783
369;612;Undirected;0.1673024909693279
101;716;Undirected;0.16713580819217788
267;466;Undirected;0.16712750839611007
495;524;Undirected;0.16708234738630245
639;711;Undirected;0.1670580630900807
103;411;Undirected;0.16703863299694724
433;795;Undirected;0.16700320481930214
69;168;Undirected;0.1669730480143075
123;245;Undirected;0.16678321399651155
2;7;Undirected;0.16666896870958306
33;193;Undirected;0.16666864678778714
396;408;Undirected;0.16666703868803176
302;334;Undirected;0.16666378286403075
491;790;Undirected;0.1666614109184547
217;435;Undirected;0.16666088982266314
203;796;Undirected;0.16635328649563288
17;123;Undirected;0.16634095576015473
292;820;Undirected;0.16626097070000162
149;300;Undirected;0.16624402281703232
688;763;Undirected;0.16615482051063465
576;644;Undirected;0.16615144244256425
43;229;Undirected;0.16612012534059722
375;826;Undirected;0.1660878372719333
77;81;Undirected;0.16594897428991126
144;844;Undirected;0.16589979566356347
445;871;Undirected;0.16572310284289313
82;151;Undirected;0.1657042505140377
756;882;Undirected;0.16569468700707862
126;326;Undirected;0.16557106556118342
59;640;Undirected;0.1655153761347559
473;538;Undirected;0.16544068756266853
432;454;Undirected;0.1653186367683431
671;953;Undirected;0.1652660514912496
250;763;Undirected;0.16521513849188926
293;418;Undirected;0.16512620636585568
612;811;Undirected;0.16507668491079408
150;976;Undirected;0.16506485727864031
421;791;Undirected;0.16506092410300738
835;844;Undirected;0.16504707169682367
510;544;Undirected;0.16481550679067694
112;942;Undirected;0.16470447726385046
123;662;Undirected;0.16456566174734288
221;844;Undirected;0.16449042455694152
281;658;Undirected;0.1644332819256461
173;980;Undirected;0.16431699984942447
274;736;Undirected;0.16426952040962822
430;556;Undirected;0.1642693068687745
46;658;Undirected;0.16408034131016447
35;818;Undirected;0.16407005020712834
12;357;Undirected;0.1639318398492153
488;620;Undirected;0.1639090201790133
483;798;Undirected;0.16386686393493835
110;517;Undirected;0.1638654059243728
188;732;Undirected;0.16382933841608407
871;918;Undirected;0.16379127340419766
284;811;Undirected;0.16378725188989882
80;389;Undirected;0.16375327024478215
271;831;Undirected;0.1636827509879618
83;830;Undirected;0.16363197898047502
103;265;Undirected;0.16352037525896201
259;545;Undirected;0.16345401678580512
321;640;Undirected;0.1634182897790506
173;176;Undirected;0.1633086346515563
54;734;Undirected;0.1632653100286354
835;932;Undirected;0.16323836349900311
807;987;Undirected;0.16318365085819708
118;704;Undirected;0.16315591286261386
79;133;Undirected;0.16311469319513794
326;847;Undirected;0.16309370348305802
11;249;Undirected;0.16304935858245573
614;793;Undirected;0.16304041151972035
203;652;Undirected;0.1629504196385509
149;242;Undirected;0.1627496483353246
313;504;Undirected;0.16268745936937504
2;433;Undirected;0.16262658311315153
470;632;Undirected;0.1626039737149341
41;334;Undirected;0.16258743162563166
185;211;Undirected;0.16255908355165646
185;310;Undirected;0.1625371806820831
186;510;Undirected;0.16252213669569304
836;919;Undirected;0.1625180062210098
796;892;Undirected;0.16249814892805536
36;110;Undirected;0.16246814413295815
38;510;Undirected;0.1624324322146374
639;945;Undirected;0.16224169917051506
515;938;Undirected;0.16222669747991575
404;455;Undirected;0.1622022375498808
697;801;Undirected;0.16212844723241826
576;726;Undirected;0.16210154598250284
41;103;Undirected;0.1618031900855428
726;831;Undirected;0.1617111928669909
544;802;Undirected;0.16167441263703336
464;923;Undirected;0.16163771178469385
480;796;Undirected;0.16162811187937373
95;411;Undirected;0.16146667517719185
791;842;Undirected;0.16143164041847607
144;221;Undirected;0.16129027839420434
389;820;Undirected;0.1612187100614609
2;407;Undirected;0.1611863427061508
712;850;Undirected;0.16115243000977406
62;599;Undirected;0.16114159967769973
52;406;Undirected;0.16109927336928653
20;284;Undirected;0.16109051378877695
213;891;Undirected;0.16108386269797442
69;969;Undirected;0.1610528400679628
145;610;Undirected;0.16098850716853266
695;712;Undirected;0.16088699433607775
284;612;Undirected;0.16080209036272125
38;969;Undirected;0.16067843619736702
629;732;Undirected;0.1604174161589989
99;263;Undirected;0.16031857295753316
187;751;Undirected;0.16030550448019834
602;671;Undirected;0.1602165335511439
700;807;Undirected;0.16019155677270774
103;755;Undirected;0.16017103285660733
328;859;Undirected;0.15993881593657713
396;466;Undirected;0.15990802187171632
276;880;Undirected;0.1598228358340874
82;481;Undirected;0.15970073392151835
203;242;Undirected;0.15950051560203535
63;211;Undirected;0.15943708553222918
80;125;Undirected;0.1591934262822006
273;886;Undirected;0.15914207839147615
241;791;Undirected;0.15913494451247195
62;418;Undirected;0.15899844875368535
573;576;Undirected;0.15880441072677529
54;685;Undirected;0.15876058015136973
158;483;Undirected;0.15856827683744565
20;410;Undirected;0.15846864691398016
231;835;Undirected;0.15843908729831713
144;847;Undirected;0.1583824104438716
149;599;Undirected;0.15837615018645232
951;952;Undirected;0.1583488501625802
415;421;Undirected;0.15834593118958645
421;640;Undirected;0.15832474404799404
41;415;Undirected;0.15819257513271262
866;923;Undirected;0.15812595199145546
396;421;Undirected;0.15802802525140486
716;922;Undirected;0.1580195534392475
415;483;Undirected;0.1579992153223236
408;466;Undirected;0.157957609878531
670;950;Undirected;0.15788999631684586
110;481;Undirected;0.15779872459975175
110;439;Undirected;0.1577718030593609
465;554;Undirected;0.15771617794975748
424;454;Undirected;0.15763679108704126
515;712;Undirected;0.15761003438635854
633;901;Undirected;0.15758702444668934
715;974;Undirected;0.15752836482099689
120;253;Undirected;0.15750187958785147
525;638;Undirected;0.15747253104352812
615;932;Undirected;0.1573751513095857
649;795;Undirected;0.1573291184761997
16;956;Undirected;0.15732173573201733
79;700;Undirected;0.1572050039789237
58;807;Undirected;0.15716825892325992
39;197;Undirected;0.15714068755729876
356;408;Undirected;0.15707470392862513
48;824;Undirected;0.1569816690606244
695;716;Undirected;0.15697686642697858
38;168;Undirected;0.15695729526865235
616;671;Undirected;0.15693434306325346
82;732;Undirected;0.15690410289800735
573;609;Undirected;0.15687742440270372
41;493;Undirected;0.15683275127311605
319;781;Undirected;0.15680437287021104
11;643;Undirected;0.15676960808547816
353;537;Undirected;0.15667409897368384
149;824;Undirected;0.15659821579078226
726;850;Undirected;0.1565544439609608
481;732;Undirected;0.1564204205546137
236;919;Undirected;0.15638196442019953
127;487;Undirected;0.15629772784714158
415;576;Undirected;0.1562072353720217
130;641;Undirected;0.15615475664156153
497;573;Undirected;0.15610764537094654
173;791;Undirected;0.1560779694635278
14;564;Undirected;0.1560461864520256
495;719;Undirected;0.15599643213879266
34;488;Undirected;0.15599254582412264
112;450;Undirected;0.155985564032183
126;905;Undirected;0.15588768072931586
271;415;Undirected;0.1557979762776075
390;455;Undirected;0.15572700154276992
69;150;Undirected;0.15562916298736518
415;792;Undirected;0.1554131682026068
151;694;Undirected;0.15538162285311086
187;192;Undirected;0.15527845192686288
185;640;Undirected;0.15526119034326438
556;732;Undirected;0.15515669092432807
729;829;Undirected;0.1550911168677519
103;571;Undirected;0.1550864278736997
105;824;Undirected;0.15505978875641638
360;689;Undirected;0.15496425975895278
615;667;Undirected;0.1549388220671251
826;905;Undirected;0.1548890631375389
134;233;Undirected;0.15484213542813768
151;556;Undirected;0.1548382633916366
346;644;Undirected;0.15480569271184666
41;648;Undirected;0.15476014613183295
125;472;Undirected;0.15467672769269913
185;421;Undirected;0.15466922182762627
792;817;Undirected;0.15465377198351551
12;625;Undirected;0.1546231156050586
176;603;Undirected;0.15454041825606638
88;685;Undirected;0.15446024592267846
279;407;Undirected;0.15445679554409564
158;969;Undirected;0.1543981477652984
379;726;Undirected;0.1543306760601833
53;573;Undirected;0.15430543228196086
204;500;Undirected;0.1543011286868628
69;158;Undirected;0.15425680418589066
66;613;Undirected;0.15422705538439374
501;548;Undirected;0.1541638939413172
103;241;Undirected;0.1541256654787597
141;963;Undirected;0.1541199517815967
351;929;Undirected;0.15401909680938622
125;552;Undirected;0.15384642922816885
609;791;Undirected;0.15371150615593362
103;130;Undirected;0.15366605162217084
187;976;Undirected;0.15351728242313112
265;411;Undirected;0.15341922592940493
125;292;Undirected;0.15336900022070285
125;356;Undirected;0.15333837273768364
38;77;Undirected;0.15329550065565434
326;375;Undirected;0.1532881944960235
80;820;Undirected;0.1531070949822208
220;402;Undirected;0.15304999649233694
123;573;Undirected;0.15304508198384212
538;836;Undirected;0.1530225510667238
205;988;Undirected;0.15300152449459345
483;510;Undirected;0.1529229815227798
673;852;Undirected;0.152869157165562
69;976;Undirected;0.15275836952759891
147;670;Undirected;0.15267584538764875
62;920;Undirected;0.15267462376436242
110;632;Undirected;0.1525256423437114
125;310;Undirected;0.15251668272667582
565;746;Undirected;0.15238240119958166
472;820;Undirected;0.15216561461405514
185;791;Undirected;0.15214015575766845
259;299;Undirected;0.152136276617159
245;515;Undirected;0.1520269127030359
241;842;Undirected;0.15199125643162248
653;868;Undirected;0.1519729660023893
379;615;Undirected;0.15194758960503446
423;580;Undirected;0.1519271231603282
186;802;Undirected;0.15189629007802413
466;662;Undirected;0.1517448314108271
134;456;Undirected;0.15167865343819872
315;686;Undirected;0.15157269695168873
237;808;Undirected;0.15157010787126132
439;911;Undirected;0.15156046901654488
510;668;Undirected;0.15154427408583354
732;954;Undirected;0.15153330262889142
300;420;Undirected;0.15147252100752912
63;648;Undirected;0.15146068797023002
281;421;Undirected;0.15141886611107086
558;643;Undirected;0.15130644591370768
242;716;Undirected;0.15130510264094987
544;969;Undirected;0.15130454801552412
38;394;Undirected;0.15129930684790086
41;302;Undirected;0.15125606060984587
253;592;Undirected;0.1512340748718689
704;716;Undirected;0.15118819855693127
401;973;Undirected;0.15118097382867224
694;732;Undirected;0.1510662878375292
196;250;Undirected;0.15105629148112146
245;718;Undirected;0.1509667485626889
110;629;Undirected;0.15093981865905504
538;834;Undirected;0.15091422679488875
271;811;Undirected;0.15083842557522908
7;433;Undirected;0.15083027324834578
149;920;Undirected;0.1507983735695736
233;866;Undirected;0.15078388123813133
185;800;Undirected;0.15074383206276873
134;959;Undirected;0.15072810192561378
481;911;Undirected;0.15069521931519245
389;472;Undirected;0.15062796813359022
225;859;Undirected;0.15061075225967338
72;900;Undirected;0.15055473913907733
46;881;Undirected;0.15053451357002282
151;470;Undirected;0.15034646119433434
508;589;Undirected;0.15034154745094103
277;284;Undirected;0.15030590833334956
379;525;Undirected;0.15030428406514162
66;471;Undirected;0.15024698040632475
28;704;Undirected;0.1502361778990628
264;469;Undirected;0.15022772388356673
231;446;Undirected;0.15019618238088586
611;711;Undirected;0.1501621746297533
265;755;Undirected;0.1500897247721624
373;746;Undirected;0.15005557388087504
576;791;Undirected;0.1500281108712459
220;909;Undirected;0.1499983589749635
292;552;Undirected;0.14999745827033525
179;331;Undirected;0.1499450055944693
207;357;Undirected;0.14991503612567306
176;624;Undirected;0.14986475090680207
10;781;Undirected;0.14986029835938738
127;418;Undirected;0.14980757566892342
281;703;Undirected;0.14978941096736406
51;653;Undirected;0.14975032536222993
12;423;Undirected;0.1497485372444438
73;229;Undirected;0.14968359063110634
356;552;Undirected;0.1496815177148582
381;945;Undirected;0.1496738253389753
510;969;Undirected;0.14961753281589868
434;492;Undirected;0.1496025296403698
457;588;Undirected;0.14955231460992546
105;868;Undirected;0.14952814952322624
345;511;Undirected;0.1494836098362902
608;844;Undirected;0.14947358141150127
51;247;Undirected;0.14946473282470665
283;721;Undirected;0.14939413820112293
576;640;Undirected;0.1493677472001467
123;609;Undirected;0.149363782793156
576;695;Undirected;0.14933635349805968
146;756;Undirected;0.14932879999581447
471;892;Undirected;0.1492196021635436
466;791;Undirected;0.14916278272751518
734;826;Undirected;0.14914586846635364
446;835;Undirected;0.14910428662036238
453;677;Undirected;0.14907364347723412
565;597;Undirected;0.14898570980258335
150;311;Undirected;0.14898265514325926
93;382;Undirected;0.14888824211206458
0;49;Undirected;0.1488789986246397
859;910;Undirected;0.14885538561407846
22;76;Undirected;0.1488077436536946
207;236;Undirected;0.14879657477289726
46;953;Undirected;0.14879499437697755
46;671;Undirected;0.14866343313743768
124;183;Undirected;0.14864493462362527
20;612;Undirected;0.14861173470177866
504;640;Undirected;0.14855816073173125
127;242;Undirected;0.1484907045589532
558;719;Undirected;0.14848431233266562
123;515;Undirected;0.14847609423541352
472;730;Undirected;0.14847005244299033
162;880;Undirected;0.14836165843252744
10;150;Undirected;0.14834051628174044
62;824;Undirected;0.14824067910816505
439;556;Undirected;0.14819782392322778
473;625;Undirected;0.1481690569505938
613;726;Undirected;0.14816847055558385
19;285;Undirected;0.14814991454023155
110;188;Undirected;0.1481473225716285
135;136;Undirected;0.14814680520628634
346;416;Undirected;0.14811821252060292
105;300;Undirected;0.14806827387578353
83;281;Undirected;0.1480259967589756
636;959;Undirected;0.14794374657080886
666;830;Undirected;0.14792366811433025
420;868;Undirected;0.14786362399243874
183;680;Undirected;0.1478238019438163
524;670;Undirected;0.14780667461316552
517;732;Undirected;0.1477466633931317
558;792;Undirected;0.14768859735430714
644;831;Undirected;0.1476557636140649
142;967;Undirected;0.14763375623145342
7;535;Undirected;0.14760972785908227
633;868;Undirected;0.1474942133114973
481;694;Undirected;0.14740791473220174
343;546;Undirected;0.1471376140320835
38;798;Undirected;0.14705504839712902
353;449;Undirected;0.1469773449917289
466;488;Undirected;0.1469357645799706
249;960;Undirected;0.1469349574934906
475;602;Undirected;0.14682988562796734
43;671;Undirected;0.1467998304469171
730;820;Undirected;0.14676462905674426
10;187;Undirected;0.1467031873535776
683;922;Undirected;0.14665912690052146
